Codigo;Codigo CAS-CHILE;Nombre del Bien;Subfamilia;Familia;DenominaciÛn;Cuenta Contable;Marca;Modelo;Serie;Descripcion;Origen;Responsable;Dependencia;Establecimiento;Unidad;Fecha;Estado; Valor sin iva ; Valor con iva ;OCompra;En Uso;TIPO DE CONTROL;VIDA UTIL EN A—OS S/CGR;VIDA UTIL EN MESES;VIDA UTIL SEG⁄N CRITERIO CGR EN MESES;VIDA UTIL INSUMIDA EN MESES;VIDA UTIL RETANTE EN MESES;DEPRECIACION MENSUAL;DEPRECIACION ACUMULADA ;VALOR LIBRO;VERIFICADO;FECHA VERIFICACION;REGISTRO NUEVO;eso1;eso2
SLD-001136;002-015-015;ESCABEL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;MÈDICO;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;49.000;58.310;1267885-1110-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;58.310;;;;;
SLD-001137;002-013-001;CALEFACTOR ELECTRICO;EQUIPOS DE CLIMATIZACION;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;MÈDICO;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;70.000;83.300;898-2442-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;83.300;;;;;
SLD-001138;002-011-049;TOMADOR DE PRESION DIGITAL;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;MÈDICO;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;53.000;63.070;3561-149-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;63.070;;;;;
SLD-001139;002-011-039;SET OTOSCOPIO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;MÈDICO;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;98.853;117.635;2996-715-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;117.635;;;;;
SLD-001140;002-011-031;OXIMETRO SATUROMETRO DE PULSO ADULTO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;MÈDICO;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;27.056;32.197;1216062-717-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;32.197;;;;;
SLD-001141;002-011-032;PESA DE PIE BA—O;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX LECHE;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;14.690;17.481;2360-1054-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;17.481;;;;;
SLD-001142;008-006-001;CARRO DE CARGA;CARRO;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX LECHE;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;98.990;117.798;643553-471-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;117.798;;;;;
SLD-001143;008-010-017;ESTANTE ORGANIZADOR COLGANTE;ESTANTES;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;215.090;255.957;1172239-236-SE23;SI;ACTIVO FIJO;7;84;63;21;63;3.047;63.987;191.970;;;;;
SLD-001144;008-003-001;CAJONERA;CAJONERAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;134.990;160.638;3898-7-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;160.638;;;;;
SLD-001145;008-010-009;MUEBLE ARCHIVADOR;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;105.900;126.021;2328-897-SE21;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;126.021;;;;;
SLD-001146;002-015-015;ESCABEL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;49.000;58.310;1267885-1110-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;58.310;;;;;
SLD-001147;007-004-003;IMPRESORA MULTIFUNCIONAL;IMPRESORAS;MAQUINAS Y EQUIPOS DE OFICINA;MAQUINAS Y EQUIPOS DE OFICINAS;141-04-00-000-000-000;EPSON;L365;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;452.507;538.483;4928-151-SE24;SI;ACTIVO FIJO;3;36;27;9;27;14.958;134.622;403.861;;;;;
SLD-001148;008-008-003;ESCRITORIO 3 CAJONES;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;101.899;121.260;1638-6-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;121.260;;;;;
SLD-001149;004-003-002;COMPUTADOR CPU;COMPUTADOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;HP;PRO DESK 600GT;MXL41200XR;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;485.691;577.972;2759-834-SE24;SI;ACTIVO FIJO;6;72;54;18;54;8.027;144.486;433.486;;;;;
SLD-001150;004-002-004;MONITOR COMPUTADOR;MONITOR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;HP;…LITE DISPLEY E221C;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;86.547;102.991;899-333-SE22;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;102.991;;;;;
SLD-001151;004-001-001;CELULAR SMARTPHONE;CELULAR;EQUIPOS COMPUTACIONALES Y PERIFERICOS;EQUIPOS COMPUTACIONALES Y PERIFERICOS;141-08-00-000-000-000;SAMSUNG;;;;PROPIO;;FARMACIA;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;168.059;199.990;633-1326-SE23;SI;ACTIVO FIJO;6;72;54;18;54;2.778;50.004;149.986;;;;;
SLD-001152;009-004-003;ESTUFA A LE—A;EQUIPOS DE CLIMATIZACION;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;141-12-00-000-000-000;;;;;PROPIO;;SALA DE ESPERA 1;POSTA RAPEL (EDIFICIO ANTIGUO);DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;599.990;713.988;3251-387-SE24;SI;ACTIVO FIJO;15;180;135;45;135;3.967;178.515;535.473;;;;;
SLD-001153;002-015-010;CIRCUITO SENSORIAL DE MOTRICIDAD;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;92.437;110.000;514862-200-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;110.000;;;;;
SLD-001154;002-011-021;LAMPARA DE PROCEDIMIENTO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;141-02-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;220.000;261.800;3512-742-SE24;SI;ACTIVO FIJO;8;96;72;24;72;2.727;65.448;196.352;;;;;
SLD-001155;002-011-021;LAMPARA DE PROCEDIMIENTO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;141-02-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;220.000;261.800;3512-742-SE24;SI;ACTIVO FIJO;8;96;72;24;72;2.727;65.448;196.352;;;;;
SLD-001156;002-015-011;COLCHONETA DE ESTIMULACION;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;35.900;42.721;722640-36-SE19;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;42.721;;;;;
SLD-001157;002-015-011;COLCHONETA DE ESTIMULACION;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;35.900;42.721;722640-36-SE19;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;42.721;;;;;
SLD-001158;002-015-011;COLCHONETA DE ESTIMULACION;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;35.900;42.721;722640-36-SE19;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;42.721;;;;;
SLD-001159;008-020-025;TRAMPOLIN;OTRO MOBILIARIO DEPORTIVO;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;659.990;785.388;1113403-149-SE24;SI;ACTIVO FIJO;7;84;63;21;63;9.350;196.350;589.038;;;;;
SLD-001160;002-015-029;TABLERO SENSORIAL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;28.990;34.498;2311-889-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;34.498;;;;;
SLD-001161;002-011-021;LAMPARA DE PROCEDIMIENTO;MAQUINARIAS Y EQUIPOS MEDICOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;141-02-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;220.000;261.800;3512-742-SE24;SI;ACTIVO FIJO;8;96;72;24;72;2.727;65.448;196.352;;;;;
SLD-001162;002-013-001;CALEFACTOR ELECTRICO;EQUIPOS DE CLIMATIZACION;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;70.000;83.300;898-2442-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;83.300;;;;;
SLD-001163;008-002-001;BANQUETA DE ESPERA 3 ASIENTOS;BANQUETA;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;202.590;241.082;2292-930-SE23;SI;ACTIVO FIJO;7;84;63;21;63;2.870;60.270;180.812;;;;;
SLD-001164;008-002-001;BANQUETA DE ESPERA 3 ASIENTOS;BANQUETA;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;202.590;241.082;2292-930-SE23;SI;ACTIVO FIJO;7;84;63;21;63;2.870;60.270;180.812;;;;;
SLD-001165;008-026-017;SILLA ISO POLIPROPILENO;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;21.350;25.407;1754-1397-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;25.407;;;;;
SLD-001166;008-026-017;SILLA ISO POLIPROPILENO;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;21.350;25.407;1754-1397-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;25.407;;;;;
SLD-001167;008-026-017;SILLA ISO POLIPROPILENO;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;21.350;25.407;1754-1397-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;25.407;;;;;
SLD-001168;008-026-017;SILLA ISO POLIPROPILENO;SILLAS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;21.350;25.407;1754-1397-AG24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;25.407;;;;;
SLD-001169;002-015-026;SILLA DE RUEDAS;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;137.500;163.625;2098-1670-SE22;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;163.625;;;;;
SLD-001170;002-003-017;ESTUFA A GAS;EQUIPOS DE CLIMATIZACION;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;112.737;134.157;3771-74-SE22;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;134.157;;;;;
SLD-001171;008-023-002;CILINDRO DE GAS;MAQUINARIAS Y EQUIPOS;OTRAS M¡QUINAS Y EQUIPOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;43.000;51.170;1211839-711-SE23;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;51.170;;;;;
SLD-001172;002-015-001;BURRITO (ANDADOR);OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;24.900;29.631;3892-1465-SE18;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;29.631;;;;;
SLD-001173;009-008-008;MAQUINA MULTIFUNCIONAL;MAQUINAS DE EJERCICIOS;OTRAS M¡QUINAS Y EQUIPOS;MAQUINARIAS Y EQUIPOS;141-12-00-000-000-000;;;;;PROPIO;;CASA DE REHABILITACIÛN;CASAS MUNICIPALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;420.168;500.000;2724-2-SE24;SI;ACTIVO FIJO;15;180;135;45;135;2.778;125.010;374.990;;;;;
SLD-001174;008-010-016;ESTANTE METALICO;ESTANTES;MUEBLES Y ENSERES;MUEBLES Y ENSERES;141-06-00-000-000-000;;;;;PROPIO;;DIRECCION DE SALUD;OFICINAS GENERALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;292.750;348.373;3898-8-SE21;SI;ACTIVO FIJO;7;84;63;21;63;4.147;87.087;261.286;;;;;
SLD-001175;008-010-020;GABINETE BAJO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;DIRECCION DE SALUD;OFICINAS GENERALES;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;125.990;149.928;4769-101-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;149.928;;;;;
SLD-001176;003-001-004;AMBULANCIA;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;HYUNDAI;H350 SOLATI CARGO VAN 2,5;D4CBM290126;2023;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;52.900.000;62.951.000;FACTURA;SI;ACTIVO FIJO;7;84;12;12;72;749.417;8.993.000;53.958.000;;;;;
SLD-001177;003-001-007;MINI BUS;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;HYUNDAI;H1 TQ CRDI 2.5;D4CBL113449;2021;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;19.072.600;22.696.394;359-461-CM20;SI;ACTIVO FIJO;7;84;36;36;48;270.195;9.727.026;12.969.368;;;;;
SLD-001178;003-001-004;AMBULANCIA;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;MERCEDES BENZ;SPRINTER 314 CDI;6,51958E+13;2021;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;52.502.890;62.478.439;FACTURA;SI;ACTIVO FIJO;7;84;36;36;48;743.791;26.776.474;35.701.965;;;;;
SLD-001179;003-001-002;CAMIONETA;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;NISSAN;NP 300 2.3;Y23 004048C;2016;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;16.628.262;19.787.632;OC3948-157-CM16;SI;ACTIVO FIJO;7;84;84;96; -   ;235.567;19.787.631;1;;;;;
SLD-001180;003-001-004;AMBULANCIA;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;PEUGEOT;BOXER HDI 2.2;10TRJA0961700;2017;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;9.412.487;11.200.860;TASACION 2024;SI;ACTIVO FIJO;7;84;84;84; -   ;133.344;11.200.859;1;;;;;
SLD-001181;003-001-004;AMBULANCIA;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;MERCEDES BENZ;SPRINTER 415 CDI 2.1;651955W0059478;2018;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;40.500.000;48.195.000;OC 3948-312-SE18;SI;ACTIVO FIJO;7;84;72;72;12;573.750;41.310.000;6.885.000;;;;;
SLD-001182;003-001-004;AMBULANCIA;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;MERCEDES BENZ;SPRINTER 416 CDI 2.1;6,51958E+13;2020;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;66.316.815;78.917.010;OC3948-390-CM20;SI;ACTIVO FIJO;7;84;48;48;36;939.488;45.095.424;33.821.586;;;;;
SLD-001183;003-001-007;MINI BUS;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;HYUNDAI;NEW H1 GL 2.5;D4CBE624713;2015;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;8.718.313;10.374.793;TASACION 2024;SI;ACTIVO FIJO;7;84;84;108; -   ;123.509;10.374.792;1;;;;;
SLD-001184;003-001-007;MINI BUS;VEHICULOS LIVIANOS;VEHICULOS;VEHICULOS;141-05-00-000-000-000;FORD;TRANSIT 460E 2.2;HHR00045;2018;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;13.223.308;15.735.736;TASACION 2024;SI;ACTIVO FIJO;7;84;72;72;12;187.330;13.487.774;2.247.962;;;;;
SLD-001185;003-002-001;CAMION;VEHICULOS PESADOS;VEHICULOS;VEHICULOS TERRESTRES;141-05-01-000-000-000;CHEVROLET;NPR E5;4HK10US826;2025;PROPIO;;PATIO DELANTERO;CESFAM NUEVO;DEPARTAMENTO DE SALUD MUNICIPAL;29-01-2025;BUENO;112.589.085;133.981.011;OC 4374-213-SE23;SI;ACTIVO FIJO;7;84; -   ; -   ;84;1.595.012; - ;133.981.011;;;;;
SLD-001201;008-010-019;GABINETE AEREO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;99.800;118.762;2345-862-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;118.762;;;;;
SLD-001202;002-015-024;MUEBLE DE LABORATORIO;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;125.990;149.928;4769-101-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;149.928;;;;;
SLD-001203;002-015-031;TABURETE DENTAL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;38.648;45.991;5035-5-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;45.991;SI;;;;
SLD-001204;002-015-031;TABURETE DENTAL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;38.648;45.991;5035-5-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;45.991;SI;;;;
SLD-001205;002-015-031;TABURETE DENTAL;OTRO MOBILIARIO MEDICO;MAQUINARIAS Y EQUIPOS PARA LA PRODUCCION O PRESTACION DE SERVICIOS;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;0;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;38.648;45.991;5035-5-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;45.991;SI;;;;
SLD-001206;008-010-019;GABINETE AEREO;ESTANTES;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;0;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;99.800;118.762;2345-862-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;118.762;SI;;;;
SLD-001207;008-008-008;ESCRITORIO SIMPLE;ESCRITORIOS;MUEBLES Y ENSERES;MATERIALES DE USO O CONSUMO;532-04-00-000-000-000;;;;;PROPIO;;BOX DENTAL;POSTA SAN VICENTE;DEPARTAMENTO DE SALUD MUNICIPAL;31-10-2024;BUENO;54.000;64.260;3081-15-SE24;SI;ADMINISTRATIVO;0;0;0;0;0;0;0;64.260;;;;;
